5.034899999999999931e-01,5.042989999999999418e-01,4.238489219547169284e+01,1.299738858463655167e-01
4.951999999999999735e-01,4.960050000000000292e-01,4.233064219547169671e+01,1.218447003443483972e-01
6.782000000000000250e-01,6.789970000000000727e-01,4.348814219547169557e+01,2.080287684480299215e-01
8.671999999999999709e-01,8.680059999999999443e-01,4.379729219547169805e+01,1.767156784272523318e-01
7.992000000000000215e-01,7.999970000000000692e-01,4.381094219547169644e+01,1.772075929581011233e-01
3.712900000000000089e-01,3.708940000000000015e-01,4.173829219547169345e+01,1.284712360880989335e-01
3.556799999999999962e-01,3.552969999999999740e-01,4.150959219547169710e+01,1.303618464198940952e-01
2.839099999999999957e-01,2.849980000000000291e-01,4.085959219547169141e+01,1.075753154864258487e-01
4.669100000000000472e-01,4.679960000000000231e-01,4.266679219547169311e+01,1.618341697602952434e-01
9.479100000000000303e-01,9.489989999999999259e-01,4.386199219547169292e+01,1.672311230064668919e-01
6.939100000000000268e-01,6.949980000000000047e-01,4.324689219547169472e+01,2.464962697527166569e-01
8.979099999999999859e-01,8.989989999999999926e-01,4.385319219547169212e+01,1.694408776004304451e-01
7.899100000000000010e-01,7.910030000000000117e-01,4.366924219547169628e+01,1.201075809514289133e-01
5.909100000000000463e-01,5.919959999999999667e-01,4.278584219547169454e+01,1.695882322037824963e-01
2.101999999999999980e-01,2.109989999999999644e-01,4.009539219547169608e+01,1.099189292251523398e-01
8.591999999999999638e-01,8.599999999999999867e-01,4.357414219547169409e+01,1.511603403740678642e-01
5.592000000000000304e-01,5.600039999999999463e-01,4.261524219547169423e+01,1.372109999307783434e-01
9.971999999999999753e-01,9.980059999999999487e-01,4.415009219547169295e+01,1.443234163329154829e-01
5.834000000000000297e-01,5.842000000000000526e-01,4.279429219547169794e+01,1.297314476216312462e-01
7.972000000000000197e-01,7.980049999999999644e-01,4.330489219547169455e+01,1.619322342895448685e-01
9.142000000000000126e-01,9.149979999999999780e-01,4.382939219547169785e+01,1.409596786389783474e-01
9.492099999999999982e-01,9.500030000000000419e-01,4.411719219547169502e+01,1.543395963516946967e-01
7.341999999999999638e-01,7.350020000000000442e-01,4.329854219547169691e+01,1.589423511906252473e-01
7.661999999999999922e-01,7.669989999999999863e-01,4.355849219547169326e+01,1.581095142678139165e-01
9.841999999999999638e-01,9.850030000000000729e-01,4.427844219547169757e+01,1.562485471996589437e-01
7.012000000000000455e-01,7.020039999999999614e-01,4.319964219547169648e+01,1.766664894709918110e-01
8.371600000000000152e-01,8.359950000000000436e-01,4.360494219547169337e+01,1.834587106190492534e-01
3.701599999999999890e-01,3.689939999999999887e-01,4.159054219547169851e+01,1.251791456353814891e-01
3.581599999999999784e-01,3.569959999999999800e-01,4.141009219547169096e+01,1.227622437967148400e-01
5.221600000000000685e-01,5.209949999999999859e-01,4.260959219547169141e+01,1.451527850301331801e-01
7.011600000000000055e-01,6.999969999999999803e-01,4.316194219547169553e+01,2.644562553656162884e-01
7.452600000000000335e-01,7.440959999999999797e-01,4.325604219547169293e+01,1.676729882897184110e-01
5.911600000000000188e-01,5.899989999999999402e-01,4.269334219547169340e+01,1.301678570231685761e-01
6.203899999999999970e-01,6.199999999999999956e-01,4.296184219547168937e+01,1.174573050176278000e-01
1.002399999999999958e+00,1.002004000000000117e+00,4.453024219547169338e+01,1.939572916958886839e-01
6.104000000000000536e-01,6.100010000000000154e-01,4.292659219547169869e+01,1.366272977922203258e-01
3.581900000000000084e-01,3.577960000000000029e-01,4.141984219547169488e+01,1.185650496647475405e-01
4.513800000000000034e-01,4.509970000000000367e-01,4.186634219547169522e+01,1.291012432240838392e-01
5.523899999999999366e-01,5.520010000000000749e-01,4.243559219547169903e+01,1.379408242762238113e-01
7.503900000000000015e-01,7.500010000000000288e-01,4.321344219547169985e+01,1.941546059252884371e-01
8.223799999999998889e-01,8.219980000000000064e-01,4.378604219547169407e+01,1.496451502789316879e-01
9.503899999999999570e-01,9.499989999999999268e-01,4.413559219547169477e+01,1.482772099886022765e-01
3.403900000000000259e-01,3.400029999999999997e-01,4.139674219547169542e+01,1.102062203417032704e-01
8.104000000000000092e-01,8.100030000000000285e-01,4.352994219547169052e+01,1.734702020578867410e-01
6.119100000000000650e-01,6.129999999999999893e-01,4.318964219547169137e+01,1.624225923386400372e-01
5.489100000000000090e-01,5.499970000000000692e-01,4.234304219547169623e+01,1.472516502522265569e-01
1.029910000000000103e+00,1.030998999999999999e+00,4.417934219547169050e+01,1.632563352584029126e-01
4.229100000000000636e-01,4.240029999999999633e-01,4.180719219547169985e+01,1.233419981271750426e-01
7.019100000000000339e-01,7.029980000000000118e-01,4.335919219547169234e+01,1.832617213222773600e-01
6.859100000000000197e-01,6.869950000000000223e-01,4.329444219547169581e+01,2.347495867983670215e-01
9.329100000000000170e-01,9.340009999999999701e-01,4.399839219547169478e+01,1.556121171438910045e-01
7.499100000000000765e-01,7.510010000000000296e-01,4.326099219547169383e+01,1.854782224467445562e-01
4.689100000000000490e-01,4.699999999999999734e-01,4.218299219547169798e+01,1.220378261114317409e-01
9.599100000000000410e-01,9.610020000000000229e-01,4.425709219547169937e+01,1.753385610811382667e-01
8.411999999999999478e-01,8.420030000000000570e-01,4.367299219547169287e+01,1.490099610831573107e-01
5.632000000000000339e-01,5.639990000000000281e-01,4.269324219547169719e+01,1.217481457846650433e-01
8.292000000000000481e-01,8.300040000000000751e-01,4.384829219547169288e+01,1.558568846795163332e-01
5.792100000000000026e-01,5.800039999999999640e-01,4.267539219547169438e+01,1.247438615804563333e-01
8.651999999999999691e-01,8.660059999999999425e-01,4.381974219547169014e+01,1.496451502789316879e-01
8.591999999999999638e-01,8.600030000000000729e-01,4.389464219547168966e+01,1.683604199389038547e-01
5.862100000000000088e-01,5.870020000000000238e-01,4.301984219547169630e+01,1.452015788550663489e-01
4.892000000000000237e-01,4.900060000000000526e-01,4.231574219547169946e+01,1.179388337317444080e-01
6.892099999999999893e-01,6.900049999999999795e-01,4.306364219547169370e+01,1.550736873296177654e-01
3.241600000000000037e-01,3.229949999999999766e-01,4.124409219547169414e+01,1.070498528817487444e-01
1.851599999999999913e-01,1.839949999999999919e-01,3.990624219547169105e+01,1.087704509598266395e-01
6.811599999999999877e-01,6.799970000000000736e-01,4.304799219547169287e+01,1.517470543437468289e-01
9.211600000000000898e-01,9.200020000000000975e-01,4.380544219547169860e+01,1.737159995567594817e-01
4.281600000000000406e-01,4.269999999999999907e-01,4.220144219547169229e+01,1.332252547455025637e-01
6.991600000000000037e-01,6.979989999999999251e-01,4.340299219547169685e+01,2.176205378681066727e-01
5.751600000000000046e-01,5.739950000000000330e-01,4.283539219547169807e+01,1.420317253362925747e-01
5.111600000000000588e-01,5.099970000000000336e-01,4.256349219547169582e+01,1.207346615599847184e-01
6.411600000000000632e-01,6.399989999999999846e-01,4.307199219547169378e+01,1.689006172339345135e-01
3.511599999999999722e-01,3.499970000000000026e-01,4.167764219547169091e+01,1.179388337317444080e-01
3.491599999999999704e-01,3.479980000000000295e-01,4.159489219547169370e+01,1.151000912336912624e-01
3.548600000000000088e-01,3.537000000000000144e-01,4.168709219547169198e+01,1.173610178125771564e-01
8.711600000000000454e-01,8.700020000000000531e-01,4.379064219547169046e+01,1.369191312490846135e-01
9.251599999999999824e-01,9.239990000000000148e-01,4.421914219547169012e+01,1.138509156836432779e-01
4.193999999999999950e-01,4.189999999999999836e-01,4.204139219547169404e+01,1.250340393733004596e-01
8.903799999999999493e-01,8.899950000000000916e-01,4.363084219547169340e+01,1.443721960836090168e-01
4.803800000000000292e-01,4.799970000000000070e-01,4.222564219547169273e+01,1.193843310573211303e-01
5.803800000000000070e-01,5.799989999999999313e-01,4.281829219547169885e+01,1.638940160652732625e-01
8.053799999999999848e-01,8.049960000000000448e-01,4.354619219547168996e+01,1.586973802619439933e-01
